Answer,Question,Hint 1,Hint 2,Hint 3,Hint 4,Hint 5,Hint 6
20190415_103328_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103400_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103432_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103504_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103536_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103608_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103640_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103712_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103744_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103816_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103848_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103920_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_103952_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104024_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104056_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104128_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104200_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104232_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104304_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104336_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104408_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104440_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104512_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104544_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104629_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104701_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104733_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
20190415_104805_000,LSC23-KIS07,"At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers .","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). ","At a hungry lunchtime, I was eating sandwiches with small tomatoes on top. The tomatoes were held in place with sticks. I think they were chicken sandwiches and there were also small hamburgers. I was eating with someone wearing a stripey sweater who was sitting in front of a large plant (probably a fake one). After eating, we went straight back to meetings in a meeting room."
